rentrée;Rentrée universitaire;Niveau géographique;Unité géographique;regroupement;Regroupements de formations ou d’établissements;secteur;Secteur de l’établissement d’inscription;sexe;Sexe de l’étudiant;Nombre total d’étudiants inscrits;Nombre total d’étudiants inscrits hors doubles inscriptions université/CPGE (voir documentation);A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2018;2018-19;Commune;Bourg-de-Péage;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;45;45;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26057;R84;A08;D026;UU26501
2018;2018-19;Commune;Châteauneuf-de-Galaure;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;33;33;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26083;R84;A08;D026;CR26083
2018;2018-19;Commune;Crest;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;40;40;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26108;R84;A08;D026;UU26302
2018;2018-19;Commune;Die;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;4;4;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26113;R84;A08;D026;UU26110
2018;2018-19;Commune;Die;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;21;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26113;R84;A08;D026;UU26110
2018;2018-19;Commune;Montélimar;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;309;309;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26198;R84;A08;D026;UU00551
2018;2018-19;Commune;Pierrelatte;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;36;36;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26235;R84;A08;D026;UU26301
2018;2018-19;Commune;Pierrelatte;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;27;27;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26235;R84;A08;D026;UU26301
2018;2018-19;Commune;Romans-sur-Isère;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;160;160;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;26281;R84;A08;D026;UU26501
2018;2018-19;Commune;Évreux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;747;746;oui;303;non;;oui;Données diffusables;non;Autres données;COMMUNE;27229;R28;A70;D027;UU27501
2018;2018-19;Commune;Gaillon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;23;23;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27275;R28;A70;D027;UU27302
2018;2018-19;Commune;Louviers;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27375;R28;A70;D027;UU27402
2018;2018-19;Commune;Saint-Sébastien-de-Morsent;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;32;32;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27602;R28;A70;D027;UU27501
2018;2018-19;Commune;Vernon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;56;56;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;27681;R28;A70;D027;UU27401
2018;2018-19;Commune;Chartres;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;68;68;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;28085;R24;A18;D028;UU28501
2018;2018-19;Commune;Châteaudun;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;22;22;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;28088;R24;A18;D028;UU28302
2018;2018-19;Commune;Landerneau;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;38;38;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29103;R53;A14;D029;UU29308
2018;2018-19;Commune;Plomelin;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;13;13;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29170;R53;A14;D029;UU29501
2018;2018-19;Commune;Plouzané;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;404;404;non;;oui;136;oui;Données diffusables;non;Autres données;COMMUNE;29212;R53;A14;D029;UU29701
2018;2018-19;Commune;Quimper;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;2431;2431;oui;556;oui;51;oui;Données diffusables;non;Autres données;COMMUNE;29232;R53;A14;D029;UU29501
2018;2018-19;Commune;Quimper;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1425;1425;oui;458;oui;46;oui;Données diffusables;non;Autres données;COMMUNE;29232;R53;A14;D029;UU29501
2018;2018-19;Commune;Quimperlé;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;30;30;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29233;R53;A14;D029;UU29304
2018;2018-19;Commune;Roscoff;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;10;10;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;29239;R53;A14;D029;UU29305
2018;2018-19;Commune;Ajaccio;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;437;437;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;2A004;R94;A27;D02A;UU2A501
2018;2018-19;Commune;Bastia;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;29;29;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;2B033;R94;A27;D02B;UU2B501
2018;2018-19;Commune;Alès;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;155;155;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30007;R76;A11;D030;UU30501
2018;2018-19;Commune;Milhaud;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;89;89;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30169;R76;A11;D030;UU30601
2018;2018-19;Commune;Nîmes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;5810;5591;oui;209;non;;oui;Données diffusables;non;Autres données;COMMUNE;30189;R76;A11;D030;UU30601
2018;2018-19;Commune;Saint-Martin-de-Valgalgues;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;29;29;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;30284;R76;A11;D030;UU30501
2018;2018-19;Commune;Colomiers;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;31149;R76;A16;D031;UU31701
2018;2018-19;Commune;Colomiers;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;74;74;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;31149;R76;A16;D031;UU31701
2018;2018-19;Commune;Colomiers;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;87;87;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;31149;R76;A16;D031;UU31701
2018;2018-19;Commune;Cugnaux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;86;86;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;31157;R76;A16;D031;UU31701
2018;2018-19;Commune;Toulouse;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;53666;52214;oui;1161;oui;1979;oui;Données diffusables;non;Autres données;COMMUNE;31555;R76;A16;D031;UU31701
2018;2018-19;Commune;Samatan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;1;1;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;32410;R76;A16;D032;CR32410
2018;2018-19;Commune;Bazas;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;3;3;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33036;R75;A04;D033;UU33122
2018;2018-19;Commune;Bègles;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;282;282;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33039;R75;A04;D033;UU33701
2018;2018-19;Commune;Bègles;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;193;193;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33039;R75;A04;D033;UU33701
2018;2018-19;Commune;Blanquefort;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;103;103;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33056;R75;A04;D033;UU33701
2018;2018-19;Commune;Blaye;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33058;R75;A04;D033;UU33301
2018;2018-19;Commune;Libourne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;2;2;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33243;R75;A04;D033;UU33401
2018;2018-19;Commune;Libourne;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;314;314;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33243;R75;A04;D033;UU33401
2018;2018-19;Commune;Pauillac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;14;14;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33314;R75;A04;D033;UU33201
2018;2018-19;Commune;Pauillac;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;26;26;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33314;R75;A04;D033;UU33201
2018;2018-19;Commune;Saint-Jean-d'Illac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;10;10;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33422;R75;A04;D033;UU33701
2018;2018-19;Commune;Villenave-d'Ornon;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;120;120;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;33550;R75;A04;D033;UU33701
2018;2018-19;Commune;Agde;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34003;R76;A11;D034;UU34401
2018;2018-19;Commune;Béziers;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;194;194;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34032;R76;A11;D034;UU34501
2018;2018-19;Commune;Castelnau-le-Lez;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;81;81;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34057;R76;A11;D034;UU34701
2018;2018-19;Commune;Clermont-l'Hérault;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;44;44;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34079;R76;A11;D034;UU34213
2018;2018-19;Commune;Clermont-l'Hérault;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34079;R76;A11;D034;UU34213
2018;2018-19;Commune;Gignac;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;39;39;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34114;R76;A11;D034;UU34201
2018;2018-19;Commune;Lodève;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;7;7;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34142;R76;A11;D034;UU34214
2018;2018-19;Commune;Montpellier;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;5325;5325;non;;oui;269;oui;Données diffusables;non;Autres données;COMMUNE;34172;R76;A11;D034;UU34701
2018;2018-19;Commune;Mudaison;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;6;6;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34176;R76;A11;D034;UU34108
2018;2018-19;Commune;Sérignan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;104;104;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34299;R76;A11;D034;UU34303
2018;2018-19;Commune;Servian;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;8;8;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;34300;R76;A11;D034;UU34128
2018;2018-19;Commune;Bruz;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;867;867;non;;oui;163;oui;Données diffusables;non;Autres données;COMMUNE;35047;R53;A14;D035;UU35701
2018;2018-19;Commune;Cesson-Sévigné;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;58;58;non;;oui;2;oui;Données diffusables;non;Autres données;COMMUNE;35051;R53;A14;D035;UU35701
2018;2018-19;Commune;Dinard;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;134;134;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35093;R53;A14;D035;UU00458
2018;2018-19;Commune;Dol-de-Bretagne;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;54;54;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35095;R53;A14;D035;UU35131
2018;2018-19;Commune;Montfort-sur-Meu;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;35;35;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35188;R53;A14;D035;UU35208
2018;2018-19;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;4608;4608;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2018;2018-19;Commune;Rennes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;32039;31221;oui;546;oui;1255;oui;Données diffusables;non;Autres données;COMMUNE;35238;R53;A14;D035;UU35701
2018;2018-19;Commune;Le Rheu;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;103;103;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;35240;R53;A14;D035;UU35303
2018;2018-19;Commune;Saint-Malo;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;725;725;oui;329;non;;oui;Données diffusables;non;Autres données;COMMUNE;35288;R53;A14;D035;UU35402
2018;2018-19;Commune;Châteauroux;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;748;748;oui;59;non;;oui;Données diffusables;non;Autres données;COMMUNE;36044;R24;A18;D036;UU36501
2018;2018-19;Commune;Saint-Cyran-du-Jambot;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;5;5;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;36188;R24;A18;D036;CR36188
2018;2018-19;Commune;Chinon;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;37072;R24;A18;D037;UU37205
2018;2018-19;Commune;Bourgoin-Jallieu;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;346;346;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38053;R84;A08;D038;UU38501
2018;2018-19;Commune;Meylan;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;37;37;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38229;R84;A08;D038;UU38701
2018;2018-19;Commune;Meylan;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;125;125;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38229;R84;A08;D038;UU38701
2018;2018-19;Commune;Moirans;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;21;21;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38239;R84;A08;D038;UU38701
2018;2018-19;Commune;Nivolas-Vermelle;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;17;17;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38276;R84;A08;D038;UU38501
2018;2018-19;Commune;Pont-de-Chéruy;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;41;41;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38316;R84;A08;D038;UU38402
2018;2018-19;Commune;Saint-Martin-d'Hères;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;16681;16170;oui;129;oui;788;oui;Données diffusables;non;Autres données;COMMUNE;38421;R84;A08;D038;UU38701
2018;2018-19;Commune;Seyssinet-Pariset;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;134;134;non;;non;;oui;Données diffusables;non;Autres données;COMMUNE;38485;R84;A08;D038;UU38701
