Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des pers. âgées de 65 ans ou + 2017;Nb créations d'entreprises 2020;Flux principal de migration résidentielle 2017;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2017
02185;Chézy-en-Orxois;17.4;3;null;2.9
02186;Chézy-sur-Marne;27.7;6;null;5.5
02187;Chierry;25.4;10;null;3.2
02188;Chigny;27.3;0;null;4.2
02189;Chivres-en-Laonnois;17.1;1;null;0.7
02190;Chivres-Val;20.6;2;null;3.9
02191;Chivy-lès-Étouvelles;17.1;3;null;3.6
02192;Chouy;10.8;0;null;3.4
02193;Cierges;29.7;0;null;0
02194;Cilly;27.5;0;null;5
02195;Ciry-Salsogne;11.1;4;null;4.8
02196;Clacy-et-Thierret;23.1;1;null;3.7
02197;Clairfontaine;18.1;1;null;2.1
02198;Clamecy;18.4;0;null;2.3
02199;Clastres;17.5;3;null;1.9
02200;Clermont-les-Fermes;15.1;0;null;4.8
02201;Cœuvres-et-Valsery;32.5;0;null;3.3
02203;Coincy;19.2;9;null;3
02204;Coingt;32.4;0;null;3.4
02205;Colligis-Crandelain;9.4;1;null;2.6
02206;Colonfay;21.8;0;null;0
02207;Commenchon;16.7;1;null;4.8
02208;Concevreux;12.7;2;null;3.4
02209;Condé-en-Brie;20.5;3;null;3.2
02210;Condé-sur-Aisne;17.9;1;null;0.4
02211;Condé-sur-Suippe;21.3;1;null;3.4
02212;Condren;22.5;7;null;1.3
02213;Connigis;16.6;2;null;4.4
02214;Contescourt;8.2;0;null;0
02215;Corbeny;20.5;3;null;4.5
02216;Corcy;13.1;2;null;4.2
02217;Coucy-le-Château-Auffrique;24;6;null;5.1
02218;Coucy-lès-Eppes;18.5;6;null;3.6
02219;Coucy-la-Ville;13.1;1;null;3.1
02220;Coulonges-Cohan;14.2;2;null;5.9
02221;Coupru;12.6;0;null;2.6
02222;Courbes;23.3;1;null;4.3
02223;Courboin;14.6;1;null;2.7
02224;Courcelles-sur-Vesle;13.1;1;null;3.3
02225;Courchamps;21.1;1;null;9.1
02226;Courmelles;22.8;7;null;1.9
02227;Courmont;27.5;2;null;1.1
02228;Courtemont-Varennes;23.5;4;null;2.9
02229;Courtrizy-et-Fussigny;25.8;3;null;3.8
02230;Couvrelles;14.9;1;null;8.5
02231;Couvron-et-Aumencourt;12.3;1;null;3
02232;Coyolles;10.8;3;null;2.6
02233;Cramaille;13.3;1;null;0.9
02234;Craonne;15;0;null;6.2
02235;Craonnelle;20.7;0;null;2.2
02236;Crécy-au-Mont;19.4;3;null;2.5
02237;Crécy-sur-Serre;22.1;5;null;2.5
02238;Crépy;18.1;12;null;4.1
02239;Crézancy;13.7;6;null;3.4
02240;Croix-Fonsomme;18.1;0;null;0.6
02241;La Croix-sur-Ourcq;14.8;1;null;3.6
02242;Crouttes-sur-Marne;12.8;10;null;3.7
02243;Crouy;21.5;22;null;3
02244;Crupilly;15.2;0;null;2.4
02245;Cuffies;17.3;19;null;4
02246;Cugny;16.8;4;null;2
02248;Cuirieux;16.7;1;null;0
02249;Cuiry-Housse;16.7;2;null;10
02250;Cuiry-lès-Chaudardes;13.2;0;null;9.6
02251;Cuiry-lès-Iviers;37;0;null;0
02252;Cuissy-et-Geny;19.7;2;null;1.8
02253;Cuisy-en-Almont;16.5;2;null;7.3
02254;Cutry;7.7;3;null;6.5
02255;Cys-la-Commune;12.4;0;null;0.9
02256;Dagny-Lambercy;20.8;1;null;2.2
02257;Dallon;22.5;3;null;5.8
02258;Dammard;16.8;3;null;3.2
02259;Dampleux;16.2;4;null;2.6
02260;Danizy;19.1;2;null;1.5
02261;Dercy;18.4;1;null;4.5
02262;Deuillet;19.4;2;null;2.5
02263;Dhuizel;14.3;1;null;4.9
02264;Dizy-le-Gros;20.3;2;null;2.5
02265;Dohis;39.2;0;null;2.5
02266;Dolignon;22.4;0;null;2.4
02267;Dommiers;10.3;1;null;6.9
02268;Domptin;11;6;null;3
02269;Dorengt;14.9;0;null;7.3
02270;Douchy;16;2;null;6.1
02271;Dravegny;18.9;0;null;7.5
02272;Droizy;12.2;1;null;5.7
02273;Dury;17.8;1;null;3.2
02274;Ébouleau;13.5;3;null;5.3
02275;Effry;15.5;1;null;0.4
02276;Englancourt;23;1;null;4.3
02277;Épagny;14.6;2;null;1.7
02278;Éparcy;16.1;0;null;3.4
02279;Épaux-Bézu;13.7;5;null;5.6
02280;Épieds;15.6;2;null;5.4
02281;L'Épine-aux-Bois;16;0;null;4.2
02282;Eppes;14.7;4;null;1.3
02283;Erlon;16;3;null;2.4
02284;Erloy;27.8;0;null;7.7
02286;Esquéhéries;17.8;3;null;1.4
02287;Essigny-le-Grand;24.1;7;null;4.3
02288;Essigny-le-Petit;19.2;4;null;1.9
02289;Essises;19;6;null;4.2
02290;Essômes-sur-Marne;19.5;18;null;4.4
02291;Estrées;18.3;1;null;2.6
02292;Étampes-sur-Marne;18.7;5;null;2.2
02293;Étaves-et-Bocquiaux;18.1;2;null;1.7
02294;Étouvelles;21.6;6;null;3.6
02295;Étréaupont;20.8;6;null;2.1
02296;Étreillers;28.6;10;null;5.7
02297;Étrépilly;15;2;null;1.2
02298;Étreux;20.4;4;null;0.8
02299;Évergnicourt;15;4;null;2.4
02302;Faverolles;11.5;4;null;7
02303;Fayet;23.5;7;null;16
02304;La Fère;18.5;22;null;3.1
02305;Fère-en-Tardenois;24.8;16;null;2.1
02306;La Ferté-Chevresis;19.6;2;null;2.8
02307;La Ferté-Milon;20.3;11;null;4.8
02308;Fesmy-le-Sart;18.1;1;null;3.7
02309;Festieux;10;6;null;4.2
02310;Fieulaine;18.4;1;null;3.9
02311;Filain;13.2;0;null;8.2
02312;La Flamengrie;14.8;2;null;2.7
02313;Flavigny-le-Grand-et-Beaurain;20.5;1;null;2.1
02315;Flavy-le-Martel;21.6;6;null;2.9
02316;Fleury;28.1;1;null;5.6
02317;Fluquières;21.2;1;null;5.3
02318;Folembray;18;8;null;3
02319;Fonsomme;14.5;1;null;2.5
02320;Fontaine-lès-Clercs;17.4;0;null;2.6
02321;Fontaine-lès-Vervins;18.1;4;null;4.9
02322;Fontaine-Notre-Dame;17.8;6;null;5.2
02323;Fontaine-Uterte;11.8;0;null;4.5
02324;Fontenelle;18.6;0;null;4.1
02326;Fontenoy;25.7;2;null;4.3
02327;Foreste;23.6;1;null;3.4
02328;Fossoy;18.4;2;null;6.1
02329;Fourdrain;16.7;2;null;5.4
02330;Francilly-Selency;24;2;null;7.8
02331;Franqueville;23.9;1;null;0
02332;Fresnes-en-Tardenois;18.1;4;null;5.8
02333;Fresnes-sous-Coucy;17.5;0;null;0.9
02334;Fresnoy-le-Grand;20.9;8;null;1.8
02335;Fressancourt;10.1;1;null;4.1
02336;Frières-Faillouël;13.8;4;null;3
02337;Froidestrées;17.1;0;null;4.2
02338;Froidmont-Cohartille;17.1;0;null;4.3
02339;Gandelu;16;4;null;2.7
02340;Gauchy;21.3;26;02691;2.2
02341;Gercy;21.8;0;null;0.5
02342;Gergny;15.7;1;null;0.9
02343;Germaine;11.1;0;null;0
02345;Gibercourt;9.3;0;null;0
02346;Gizy;24.8;0;null;1.9
02347;Gland;25;1;null;4.2
02349;Goudelancourt-lès-Berrieux;15.8;1;null;2.2
02350;Goudelancourt-lès-Pierrepont;23.5;0;null;2
02351;Goussancourt;17.9;0;null;7.3
02352;Gouy;18.1;2;null;2.4
02353;Grandlup-et-Fay;20.2;2;null;1.3
02354;Grandrieux;19.3;0;null;0
02355;Gricourt;12.8;11;null;6.9
02356;Grisolles;8.5;1;null;3.2
02357;Gronard;15.1;0;null;4.3
02358;Grougis;14.4;1;null;1.9
02359;Grugies;11.8;4;null;3.9
02360;Villeneuve-sur-Aisne;20.4;15;null;5.8
02361;Guise;23.9;11;null;1.6
02362;Guivry;16.7;0;null;3.3
02363;Guny;17.7;3;null;3.4
02364;Guyencourt;14.3;3;null;7.2
02366;Hannapes;15.4;0;null;0.9
02367;Happencourt;14.8;1;null;5.9
02368;Haramont;17.6;2;null;3.2
02369;Harcigny;24.8;0;null;1.1
02370;Hargicourt;14.8;2;null;2.2
02371;Harly;27.5;1;null;3.7
02372;Hartennes-et-Taux;18.2;2;null;3.7
02373;Hary;24;1;null;6.9
02374;Lehaucourt;15.5;0;null;2.5
02375;Hautevesnes;11.3;2;null;5.7
02376;Hauteville;16.7;0;null;2.3
02377;Haution;21.5;1;null;1
02378;La Hérie;27.9;0;null;1
02379;Le Hérie-la-Viéville;22.3;0;null;2.8
02380;Hinacourt;23.1;0;null;0
02381;Hirson;21.5;22;null;2.1
02382;Holnon;22.4;8;null;5.1
02383;Homblières;17.7;12;null;6.6
02384;Houry;14.5;0;null;2.6
02385;Housset;14.8;2;null;8.9
02386;Iron;24;0;null;2.3
02387;Itancourt;20.4;5;null;5
02388;Iviers;23.3;1;null;2.3
02389;Jaulgonne;19.5;6;null;5.3
02390;Jeancourt;13;0;null;3.5
02391;Jeantes;21.1;1;null;4.9
02392;Joncourt;18.8;2;null;2.1
02393;Jouaignes;14;0;null;4
02395;Jumencourt;11.6;1;null;2.9
02396;Jumigny;10.8;1;null;13.3
02397;Jussy;15.3;5;null;2.8
02398;Juvigny;15.8;3;null;0
02399;Juvincourt-et-Damary;13.4;3;null;2.7
02400;Laffaux;18.2;0;null;0
02401;Laigny;21.6;2;null;3.2
02402;Lanchy;20;0;null;3.1
02403;Landifay-et-Bertaignemont;20.5;2;null;5.1
02404;Landouzy-la-Cour;12.4;4;null;0
02405;Landouzy-la-Ville;18.3;6;null;3.3
02406;Landricourt;14.3;0;null;4
02407;Laniscourt;10.3;0;null;3.1
02408;Laon;18.7;147;51454;6.1
02409;Lappion;14.9;2;null;1.9
02410;Largny-sur-Automne;13.4;0;null;6.1
02411;Latilly;9.8;1;null;5.6
02412;Launoy;12;2;null;3.1
02413;Laval-en-Laonnois;16;1;null;4.2
02414;Lavaqueresse;21.9;2;null;3.9
02415;Laversine;11.9;3;null;6.4
02416;Lemé;21.6;1;null;1.4
02417;Lempire;21.6;2;null;2.2
02418;Lerzy;18.8;3;null;4.3
02419;Leschelle;28.3;0;null;1.9
02420;Lesdins;24.5;4;null;4.5
02421;Lesges;11;0;null;7.1
02422;Lesquielles-Saint-Germain;17.9;1;null;2.3
02423;Leuilly-sous-Coucy;14.5;4;null;4.9
02424;Leury;28.3;0;null;7.1
02425;Leuze;19.3;0;null;0.8
02426;Levergies;16.5;3;null;3.7
02427;Lhuys;10.9;0;null;4
02428;Licy-Clignon;13.5;1;null;7.7
02429;Lierval;19;0;null;2.4
02430;Liesse-Notre-Dame;22.4;6;null;2
02431;Liez;28.4;1;null;1.3
02432;Limé;21.7;3;null;4.3
02433;Lislet;19.8;3;null;2.9
02435;Logny-lès-Aubenton;30.7;0;null;3.4
02438;Longpont;22.9;2;null;7.9
02439;Les Septvallons;11.2;6;null;4.9
02440;Lor;20.9;3;null;5.2
02441;Louâtre;18.6;2;null;6.5
02442;Loupeigne;19.8;0;null;8
02443;Lucy-le-Bocage;17.7;1;null;6.9
02444;Lugny;24.4;0;null;1
02445;Luzoir;27.2;2;null;2.6
02446;Ly-Fontaine;8.1;1;null;1.2
02447;Maast-et-Violaine;17;0;null;3.9
02448;Mâchecourt;17.2;1;null;4.4
02449;Macogny;18.2;2;null;4.3
02450;Macquigny;15.8;0;null;1.8
02451;Magny-la-Fosse;19;2;null;1
02452;Maissemy;16.3;0;null;4.7
02453;Maizy;16.5;3;null;1.9
02454;La Malmaison;13.4;4;null;4.3
02455;Malzy;15.3;2;null;2.1
02456;Manicamp;21.8;1;null;4.1
02457;Marchais;12.9;0;null;3.1
02458;Dhuys et Morin-en-Brie;16;6;null;4
02459;Marcy;27.6;2;null;4.5
02460;Marcy-sous-Marle;19;1;null;1.9
02461;Marest-Dampcourt;13.3;4;null;3.4
02462;Mareuil-en-Dôle;17.6;0;null;6.2
02463;Marfontaine;10.7;0;null;3.5
02464;Margival;18.6;3;null;3.3
02465;Marigny-en-Orxois;14.5;2;null;5.2
02466;Marizy-Sainte-Geneviève;16.8;1;null;4.1
02467;Marizy-Saint-Mard;15.7;0;null;7.5
02468;Marle;22.7;11;null;2.6
02469;Marly-Gomont;25.1;2;null;2.4
02470;Martigny;19.9;1;null;1.6
02471;Martigny-Courpierre;13.3;1;null;4.3
02472;Mauregny-en-Haye;13.6;3;null;4.5
02473;Mayot;8.5;1;null;2.1
02474;Mennessis;18.9;3;null;1.4
02476;Mennevret;16.8;3;null;0.8
02477;Mercin-et-Vaux;24.5;11;null;7.3
02478;Merlieux-et-Fouquerolles;8.7;2;null;4.4
02480;Mesbrecourt-Richecourt;19.2;1;null;3.1
02481;Mesnil-Saint-Laurent;20.2;2;null;7.5
02482;Meurival;14.8;0;null;10
02483;Mézières-sur-Oise;23.6;6;null;2.8
02484;Mézy-Moulins;16.8;5;null;2.1
02485;Missy-aux-Bois;13.1;1;null;8.1
02486;Missy-lès-Pierrepont;6.5;0;null;14.1
02487;Missy-sur-Aisne;17;4;null;2.8
02488;Molain;21.1;0;null;2.5
02489;Molinchart;11.7;2;null;6
02490;Monampteuil;17.6;0;null;12
02491;Monceau-le-Neuf-et-Faucouzy;17;0;null;4.2
02492;Monceau-lès-Leups;11.9;2;null;4.8
02493;Monceau-le-Waast;24.1;2;null;5.4
02494;Monceau-sur-Oise;30.9;0;null;4.2
02495;Mondrepuis;16.3;5;null;3.4
02496;Monnes;11.9;0;null;2.8
02497;Mons-en-Laonnois;17.4;6;null;5.9
02498;Montaigu;17.3;7;null;2
02499;Montbavin;25;0;null;9.4
02500;Montbrehain;17.5;5;null;3.2
02501;Montchâlons;20.2;1;null;19.7
02502;Montcornet;20;9;null;2.3
02503;Mont-d'Origny;19.7;2;null;1.1
02504;Montescourt-Lizerolles;15.6;5;null;2.2
02505;Montfaucon;17.7;1;null;4
02506;Montgobert;18.2;0;null;9.3
02507;Montgru-Saint-Hilaire;12.1;1;null;11.1
02508;Monthenault;23.3;0;null;9.2
02509;Monthiers;10.8;2;null;6
02510;Monthurel;14.5;2;null;4.5
02511;Montigny-en-Arrouaise;11.9;2;null;1.4
02512;Montigny-l'Allier;16.5;4;null;5.3
02513;Montigny-le-Franc;25.9;1;null;0.9
02514;Montigny-Lengrain;12.4;3;null;3.1
02515;Montigny-lès-Condé;25.5;1;null;4.5
02516;Montigny-sous-Marle;27.3;0;null;3.9
02517;Montigny-sur-Crécy;16.9;1;null;1.8
02518;Montlevon;18.8;3;null;6.4
02519;Montloué;17.7;0;null;1.5
02520;Mont-Notre-Dame;17.3;6;null;4.4
02521;Montreuil-aux-Lions;14.3;18;null;4.6
02522;Mont-Saint-Jean;18.7;0;null;5.9
02523;Mont-Saint-Martin;15.3;0;null;2
02524;Mont-Saint-Père;16.8;5;null;4.5
02525;Morcourt;22.8;2;null;3.1
02526;Morgny-en-Thiérache;27.3;0;null;2.5
02527;Morsain;14.9;2;null;3.5
02528;Mortefontaine;21.8;2;null;5.6
02529;Mortiers;18.6;0;null;2.8
02530;Moulins;23.1;0;null;5
02531;Moussy-Verneuil;20.2;1;null;8.3
02532;Moÿ-de-l'Aisne;20.9;6;null;4.7
02533;Muret-et-Crouttes;21.1;0;null;7.9
02534;Muscourt;26.5;0;null;2.8
02535;Nampcelles-la-Cour;22.8;0;null;2.3
02536;Nampteuil-sous-Muret;18.4;0;null;6.1
02537;Nanteuil-la-Fosse;9.2;1;null;4.5
02538;Nanteuil-Notre-Dame;22.6;1;null;2
02539;Nauroy;15.2;4;null;4
02540;Nesles-la-Montagne;16.5;6;null;4.7
02541;Neufchâtel-sur-Aisne;14.3;1;null;6
02542;Neuflieux;19.5;0;null;1.7
02543;Neuilly-Saint-Front;19.3;16;null;1.8
02544;Neuve-Maison;14.7;2;null;2.3
02545;La Neuville-Bosmont;13.4;0;null;3
02546;La Neuville-en-Beine;13.5;0;null;7.2
02547;La Neuville-Housset;16.4;0;null;2.1
02548;La Neuville-lès-Dorengt;21.7;2;null;0.4
02549;Neuville-Saint-Amand;19.5;10;null;4.4
02550;Neuville-sur-Ailette;14.7;1;null;6.2
02551;Neuville-sur-Margival;6.8;0;null;1.2
02552;Neuvillette;13.4;1;null;1.5
02553;Nizy-le-Comte;18.9;0;null;2.3
02554;Nogentel;24.4;6;null;3.3
02555;Nogent-l'Artaud;20.8;15;null;2.4
02556;Noircourt;18.1;1;null;6
02557;Noroy-sur-Ourcq;14.1;2;null;6.5
02558;Le Nouvion-en-Thiérache;23.3;11;null;1.8
02559;Nouvion-et-Catillon;17.9;5;null;3.9
02560;Nouvion-le-Comte;20.9;0;null;3.6
02561;Nouvion-le-Vineux;16;2;null;16.5
02562;Nouvron-Vingré;11.8;3;null;2.6
02563;Noyales;20.4;0;null;1.6
02564;Noyant-et-Aconin;18.7;4;null;1.6
02565;Œuilly;12.1;0;null;2
02566;Ognes;27.2;11;null;5
02567;Ohis;21.1;2;null;3.2
02568;Oigny-en-Valois;21;1;null;5.8
02569;Oisy;17.6;2;null;1.2
02570;Ollezy;12.4;0;null;6.2
02571;Omissy;18.7;3;null;8.3
02572;Orainville;14;6;null;4.9
02573;Orgeval;30.8;1;null;4.2
02574;Origny-en-Thiérache;26.3;6;null;2.3
02575;Origny-Sainte-Benoite;18.2;6;null;1.7
02576;Osly-Courtil;16.3;1;null;5.4
02577;Ostel;21.1;1;null;7.5
02578;Oulches-la-Vallée-Foulon;17.6;0;null;1.9
02579;Oulchy-la-Ville;17.6;0;null;3.1
02580;Oulchy-le-Château;23;5;null;2.4
02581;Paars;13.1;1;null;3.6
02582;Paissy;18.7;0;null;3.3
02583;Pancy-Courtecon;24.1;1;null;2.3
02584;Papleux;10.6;0;null;2.5
02585;Parcy-et-Tigny;12.1;1;null;5.3
02586;Parfondeval;31.7;1;null;3.5
02587;Parfondru;20.3;2;null;4.1
02588;Pargnan;30.9;0;null;3.8
02589;Pargny-Filain;15.1;1;null;4.6
02590;Pargny-la-Dhuys;22.9;1;null;7.6
02591;Pargny-les-Bois;18.7;0;null;0
02592;Parpeville;21.5;0;null;2.1
02593;Pasly;27.1;9;null;4.4
02594;Passy-en-Valois;8.3;2;null;5.2
02595;Passy-sur-Marne;16.7;2;null;2.9
02596;Pavant;16.6;3;null;3.5
02598;Pernant;18.7;3;null;3.4
02599;Pierremande;25.9;0;null;2.5
02600;Pierrepont;22.5;1;null;3.6
02601;Pignicourt;8.1;3;null;2.2
02602;Pinon;19;10;null;2.6
02604;Pithon;22.9;1;null;4.8
02605;Pleine-Selve;16.7;2;null;3.6
02606;Le Plessier-Huleu;16.9;0;null;1.8
02607;Ploisy;19.7;2;null;10.3
02608;Plomion;25.6;3;null;2.8
02609;Ployart-et-Vaurseine;28.6;1;null;5.6
02610;Pommiers;21.7;5;null;4.4
02612;Pont-Arcy;17.2;1;null;1.1
02613;Pontavert;13.3;5;null;3.1
02614;Pontru;17.6;0;null;2
02615;Pontruet;14.4;2;null;7.5
02616;Pont-Saint-Mard;17.7;0;null;1.3
02617;Pouilly-sur-Serre;17.5;2;null;1.3
02618;Prémont;17.2;4;null;3.6
02619;Prémontré;16.8;1;null;3.2
02620;Presles-et-Boves;20.6;2;null;4.5
02621;Presles-et-Thierny;21.5;1;null;9
02622;Priez;14.6;1;null;0
02623;Prisces;27.3;0;null;3.7
02624;Proisy;24.5;0;null;3.5
02625;Proix;21.1;1;null;1.9
02626;Prouvais;21.3;0;null;6
02627;Proviseux-et-Plesnoy;10;0;null;3.6
02628;Puiseux-en-Retz;16.6;4;null;13.8
02629;Puisieux-et-Clanlieu;16;1;null;4.5
02631;Quierzy;18.1;2;null;4.2
02632;Quincy-Basse;18;1;null;6.8
02633;Quincy-sous-le-Mont;11.5;3;null;6.5
02634;Raillimont;21;1;null;1.8
02635;Ramicourt;9.2;2;null;2.8
02636;Regny;26.9;2;null;3.2
02637;Remaucourt;26;3;null;9.7
02638;Remies;18.7;3;null;2.8
02639;Remigny;12.7;2;null;3.1
02640;Renansart;22.6;0;null;0.9
02641;Renneval;23.9;0;null;0
02642;Résigny;26.5;2;null;1.3
02643;Ressons-le-Long;18.8;6;null;5.8
02644;Retheuil;16;0;null;6.4
02645;Reuilly-Sauvigny;15.9;1;null;0.7
02647;Ribeauville;30.2;0;null;2
02648;Ribemont;18.8;12;null;2.8
02649;Rocourt-Saint-Martin;12.5;3;null;0.9
02650;Rocquigny;21.8;1;null;2.3
02651;Rogécourt;18.1;0;null;0
02652;Rogny;19.2;0;null;1.3
02653;Romeny-sur-Marne;17.5;8;null;3.1
02654;Romery;34.1;0;null;1.5
02655;Ronchères;28.1;1;null;2.3
02656;Roucy;15.2;1;null;5.3
02657;Rougeries;13.3;0;null;1.9
02658;Roupy;23.5;1;null;4.4
02659;Rouvroy;20.9;5;null;8.1
02660;Rouvroy-sur-Serre;33.3;0;null;5.6
02661;Royaucourt-et-Chailvet;18.8;4;null;6.7
02662;Rozet-Saint-Albin;18.1;1;null;2.2
02663;Rozières-sur-Crise;24.2;1;null;3.4
02664;Rozoy-Bellevalle;13;3;null;5.2
02665;Grand-Rozoy;13.5;1;null;6
02666;Rozoy-sur-Serre;26;4;null;3.1
02667;Saconin-et-Breuil;22.7;2;null;10.4
02668;Sains-Richaumont;21.3;5;null;1.5
02670;Saint-Algis;26.3;0;null;3.6
02671;Saint-Aubin;15.7;4;null;1.4
02672;Saint-Bandry;12.5;2;null;5.7
02673;Saint-Christophe-à-Berry;16.3;2;null;2.9
02674;Saint-Clément;18.8;0;null;0
02675;Sainte-Croix;15;2;null;4.1
02676;Saint-Erme-Outre-et-Ramecourt;16.3;11;null;3.6
02677;Saint-Eugène;21.7;0;null;1.7
02678;Sainte-Geneviève;22.1;0;null;0
02679;Saint-Gengoulph;10.9;3;null;3.9
02680;Saint-Gobain;28.8;9;null;4.5
02681;Saint-Gobert;22.7;2;null;0.9
02682;Saint-Mard;19.6;0;null;10.3
02683;Saint-Martin-Rivière;22.6;1;null;2.4
02684;Saint-Michel;20;23;02381;1.7
02685;Saint-Nicolas-aux-Bois;15.1;1;null;2.4
02686;Saint-Paul-aux-Bois;23.3;1;null;2.1
02687;Saint-Pierre-Aigle;16.3;1;null;6.3
02688;Saint-Pierre-lès-Franqueville;11.1;0;null;16.1
02689;Saint-Pierremont;21.4;0;null;2.9
02690;Sainte-Preuve;32.5;0;null;0
02691;Saint-Quentin;21.2;450;80021;6.1
02693;Saint-Rémy-Blanzy;14.2;2;null;6.5
02694;Saint-Simon;15.9;5;null;2.8
02695;Saint-Thibaut;23.1;0;null;3.4
02696;Saint-Thomas;14.1;0;null;4.5
02697;Samoussy;20.6;2;null;2.8
02698;Sancy-les-Cheminots;13.9;0;null;2.7
02699;Saponay;13.2;1;null;2.3
02701;Saulchery;19.9;5;null;3.2
02702;Savy;22.4;1;null;3.1
02703;Seboncourt;23;5;null;1.5
02704;Selens;17.1;2;null;2.3
02705;La Selve;20.5;0;null;1.2
02706;Septmonts;18.7;3;null;5.4
02707;Septvaux;16.2;2;null;6.3
02708;Sequehart;13;1;null;6.8
02709;Serain;18.3;5;null;2.1
02710;Seraucourt-le-Grand;14.9;1;null;3
02711;Serches;13.7;0;null;3.1
02712;Sergy;16.9;0;null;5.6
02713;Seringes-et-Nesles;13.6;4;null;3.3
02714;Sermoise;17.2;2;null;2.1
02715;Serval;22.4;0;null;2.4
02716;Servais;19.1;3;null;6.8
02717;Séry-lès-Mézières;18.4;3;null;3.3
02718;Silly-la-Poterie;23.7;1;null;8.5
02719;Sinceny;22.1;13;null;2.8
02720;Sissonne;16.2;5;null;2.2
02721;Sissy;21.8;0;null;5.1
02722;Soissons;21.3;214;02064;6.1
02723;Soize;17.3;2;null;7.1
02724;Sommelans;6.6;0;null;0
02725;Sommeron;12.1;1;null;1.1
02726;Sommette-Eaucourt;17.7;1;null;3
02727;Sons-et-Ronchères;19.7;0;null;1.1
02728;Sorbais;25.3;0;null;2.5
02729;Soucy;19.8;2;null;7.8
02730;Soupir;18.3;1;null;1
02731;Le Sourd;18.9;0;null;1.6
02732;Surfontaine;9.6;1;null;4.3
02734;Taillefontaine;23.9;5;null;8.9
02735;Tannières;25;0;null;7.1
02736;Tartiers;18;1;null;4.9
02737;Tavaux-et-Pontséricourt;25.5;1;null;2.1
02738;Tergnier;19.7;72;null;2.1
02739;Terny-Sorny;16.2;4;null;3.3
02740;Thenailles;25.2;1;null;4.7
02741;Thenelles;23.8;4;null;0.7
02742;Thiernu;24.5;4;null;2.4
02743;Le Thuel;18;2;null;1.7
02744;Torcy-en-Valois;19.2;2;null;1.8
02745;Toulis-et-Attencourt;11.7;0;null;3.4
02746;Travecy;17.7;4;null;2.7
02747;Trefcon;16.5;1;null;5.1
02748;Trélou-sur-Marne;21.8;8;null;2.8
02749;Troësnes;12.7;0;null;3.2
02750;Trosly-Loire;16.7;7;null;1.4
02751;Trucy;18.3;0;null;1.9
02752;Tugny-et-Pont;15.6;1;null;4.5
02753;Tupigny;21.3;1;null;1.2
02754;Ugny-le-Gay;25;1;null;2.2
02755;Urcel;17;3;null;5.1
02756;Urvillers;16.8;2;null;4.2
02757;Vadencourt;20.7;5;null;2.5
02758;Vailly-sur-Aisne;26.3;15;null;2.4
02759;La Vallée-au-Blé;28.1;2;null;0.4
02760;La Vallée-Mulâtre;18.2;1;null;0.9
02761;Variscourt;6.6;1;null;5
02762;Vassens;17.2;1;null;5
02763;Vasseny;16.7;0;null;2.8
02764;Vassogne;19.8;1;null;3.3
02765;Vaucelles-et-Beffecourt;15;2;null;3.7
02766;Vaudesson;12.9;0;null;1.8
02767;Vauxrezis;19.5;0;null;4.3
02768;Vauxaillon;12.6;0;null;1.9
02769;Vaux-Andigny;21.7;5;null;1.8
02770;Vauxbuin;27.8;7;null;7.1
02772;Vaux-en-Vermandois;16.1;0;null;0
02773;Vauxtin;31;0;null;0
02774;Vendelles;13.7;2;null;2.2
02775;Vendeuil;25.6;4;null;3.8
02776;Vendhuile;17.9;4;null;3.1
02777;Vendières;23.2;0;null;7
02778;Vendresse-Beaulne;22.5;1;null;4.1
02779;Vénérolles;20;0;null;1.9
02780;Venizel;16.4;11;null;2.6
02781;Verdilly;15;5;null;3.7
02782;Le Verguier;14.6;0;null;2.4
02783;Grand-Verly;14.5;0;null;2.1
02784;Petit-Verly;14.8;1;null;1.6
02785;Vermand;21.3;7;null;4.8
02786;Verneuil-sous-Coucy;19;1;null;4.1
02787;Verneuil-sur-Serre;20.5;0;null;4.3
02788;Versigny;22.6;3;null;5.3
02789;Vervins;19.8;11;null;3.3
02790;Vesles-et-Caumont;17.2;0;null;1.8
02791;Veslud;15.4;4;null;6.2
02792;Veuilly-la-Poterie;21;1;null;8.6
02793;Vézaponin;24;1;null;4.2
02794;Vézilly;17.5;1;null;10.5
02795;Vic-sur-Aisne;20.3;11;null;3.5
02796;Vichel-Nanteuil;10.1;0;null;1.7
02797;Viel-Arcy;14.5;0;null;3.3
02798;Viels-Maisons;12.5;12;null;2
02799;Vierzy;13.8;2;null;2.4
02800;Viffort;16.3;2;null;1.4
02801;Vigneux-Hocquet;25.7;3;null;5.2
02802;La Ville-aux-Bois-lès-Dizy;14.4;0;null;2.8
02803;La Ville-aux-Bois-lès-Pontavert;19.2;0;null;3.5
02804;Villemontoire;16.1;1;null;2.8
02805;Villeneuve-Saint-Germain;18.9;25;null;2.9
02806;Villeneuve-sur-Fère;20.7;2;null;1.4
02807;Villequier-Aumont;19.6;5;null;5.4
02808;Villeret;15.6;1;null;1.4
02809;Villers-Agron-Aiguizy;19.7;0;null;18.5
02810;Villers-Cotterêts;16.2;62;null;4
02812;Villers-Hélon;19.3;3;null;8.9
